Comment,Label,clean_comment
"cryptohasn’t seen massive momentum to enabled it erase much of the losses caused by the recent slump, this sell-off was a surrender among investors, and many clearly feared that the multi-month uptrend that led BTC to its alltime highs was over and a deep regres sion was imm inent. Never theless the bears have now gained full control over the price development of the crypto and are now able to record a clear further trend in the short term, this may be the super cycle everyone is talking about? the conditions of this bear market are unlike anything we have ever seen crypto still has a ways to go in terms of growth I've already invested in bitcoin trading which is very profit able earned much more than 8btc since its bear and it still going much more higher, through his tradn stra tegies which are top notch with Raymond Sammak Anthony I must confess it was easier to understand with his assistance connect Raymond 0n Ͳҽle qrαต raymondsam01 only for crypto",0,crypto has nt seen massive momentum to enabled it erase much of the losses caused by the recent slump this sell off was a surrender among investors and many clearly feared that the multi month up trend that led BTC to its all time highs was over and a deep re gres sion was i mm in ent Never the less the bears have now gained full control over the price development of the crypto and are now able to record a clear further trend in the short term this may be the super cycle everyone is talking about the conditions of this bear market are unlike anything we have ever seen crypto still has a ways to go in terms of growth Ive already invested in bitcoin trading which is very profit able earned much more than 8 btc since its bear and it still going much more higher through his tra dn stra te gies which are top notch with Raymond Sam mak Anthony I must confess it was easier to understand with his assistance connect Raymond 0 n le qr raymond sam 01 only for crypto
The US definitely has the money for the stimulus packages. (6:16). Considering the defense department is asking the senate for $715 billion. Why wouldn't and shouldn't arguably the richest country to date not make sure its people are good? And before you say people will get lazy and stop working. It's simply false. Finland and Norway are evidence of it.,0,The US definitely has the money for the stimulus packages 616 Considering the defense department is asking the senate for 715 billion Why wouldnt and shouldnt arguably the richest country to date not make sure its people are good And before you say people will get lazy and stop working Its simply false Finland and Norway are evidence of it
You bring an excellent point!!,0,You bring an excellent point
Why not bridge it to harmony one ? they have an ETH bridge :D,0,Why not bridge it to harmony one they have an ETH bridge D
Why I didn't buy this 1 week ago? I was about to do it but I decided not to...,0,Why I didnt buy this 1 week ago I was about to do it but I decided not to
"You got that right! And pols don’t like that, especially the overaged bipolar/serotonin imbalanced dem hippies.",0,You got that right And pols dont like that especially the over aged bipolar serotonin imbalanced dem hippies
@Tyler M in hindsight not enough.,0,Tyler M in hindsight not enough
Kowtow. Translation- we spend a lot on lobbyists.,0,Kowtow Translation we spend a lot on lobbyists
Notification squad 😏,0,Notification squad
The dems are knee deep in bailing out failing financial establishments. God forbid the people make money and not crooked dem politicians.,0,The dem s are knee deep in bailing out failing financial establishments God forbid the people make money and not crooked dem politicians
Baby driver is pretty good with his money. 😎🚗💨  🚓🚓🚓,0,Baby driver is pretty good with his money
"Graham I'm a successful onlyfans model who also just bought a house in Vegas!! I'm making a house tour video, and I want you to review it sooooo badddddddddd!!!!! This is a new channel i started, since my old one just got demonetized...so it would MAKE MY LIFE if you did a review on it. (I also dmed you in Instagraham!)",0,Graham Im a successful only fans model who also just bought a house in Vegas Im making a house tour video and I want you to review it soo ooo bad dddddd ddd This is a new channel i started since my old one just got de monet ize dso it would MAKE MY LIFE if you did a review on it I also d med you in Insta graham
Best comment,0,Best comment
Its going Down 5% omg its going to Crash 🤣🤣🤣🤣,0,Its going Down 5 omg its going to Crash
First,0,First
i like you but you know nothing about crypto. to be honest..best of luck.,0,i like you but you know nothing about crypto to be honest best of luck
Scam,0,Scam
"You mean people can afford their mortgage payments *as long as they still keep their jobs* because if we have a major market and economic downturn (like if interest rates rise, more companies struggle to service their debt payments, then zombie companies could be a domino effect with the bubblicious housing market) then dun dun dun...",0,You mean people can afford their mortgage payments as long as they still keep their jobs because if we have a major market and economic downturn like if interest rates rise more companies struggle to service their debt payments then zombie companies could be a domino effect with the bu bb licious housing market then dun dun dun
Vitalik is a billionaire not a millionaire!,0,Vitali k is a billionaire not a millionaire
Next video do TA aswell to increase win rate,0,Next video do TA as well to increase win rate
Missed you man! Great video! 🔥🔥,0,Missed you man Great video
Bottom of this coin dropped out. It's at .30 cents good dip to buy. The erc20 is the problem gas fees still there.,0,Bottom of this coin dropped out Its at 30 cents good dip to buy The er c 20 is the problem gas fees still there
"To the moon! And the most important part: Do not forget to get your friends and relatives to buy in on this. If your grandma doesn't buy this, it will forever remain just these 5000 millionaires owning all of it. And selling it to each other....",0,To the moon And the most important part Do not forget to get your friends and relatives to buy in on this If your grandma doesnt buy this it will forever remain just these 5000 millionaires owning all of it And selling it to each other
Ur comment isn't the best bur ur hat is on point,0,Ur comment isnt the best bur ur hat is on point
respect 👍,0,respect
He bought high..or someone bought him.,0,He bought high or someone bought him
Try doing NFT games especially Axie Infinity,0,Try doing N FT games especially A xie Infinity
misleading title,0,misleading title
Wheres xrp in trending,0,Where s x rp in trending
"""If I disappear, this is because of this video.""",0,If I disappear this is because of this video
This was a very informative video on how inflation affects our economy. Continue making more videos on different facets of economic factors that will make us think how our economy works.,0,This was a very informative video on how inflation affects our economy Continue making more videos on different facets of economic factors that will make us think how our economy works
Why no subscribers ? 😂🤮💩🍆🍩🍆,0,Why no subscribers
I just realized what a masterpiece your thumbnail is,0,I just realized what a masterpiece your thumbnail is
“FBI JUST ENTERED THE CHAT”,0,FBI JUST ENTERED THE CHAT
"Lot's of good information here. It's mainly common sense, but common sense is in short supply these days. Keep them coming.",0,Lots of good information here Its mainly common sense but common sense is in short supply these days Keep them coming
Thanks means a lot!,0,Thanks means a lot
Good to be back!,0,Good to be back
"Assets that are valuable during hard times are things that people need to survive real estate, food, commodities, energy, medicine stuff like that.",0,Assets that are valuable during hard times are things that people need to survive real estate food commodities energy medicine stuff like that
@Graham Stephan no Graham especially not you,0,Graham Stephan no Graham especially not you
Are you still living in your truck?,0,Are you still living in your truck
Enough with the clickbait,0,Enough with the click bait
Solid video.,0,Solid video
Dogecoin too dude,0,Doge coin too dude
This statement alone makes me want to vote for you if you ever run for office!,0,This statement alone makes me want to vote for you if you ever run for office
Yes,0,Yes
"She is one of the about 6 politicians out of 300 that actually havs tried to help people. Maybe nor doing things the right way here but means well. 90% of all politicians on both sides are owned by Wallstreet, big pharmaceutical, oil companies, and so on. We have taxation without representation hence we live in a kleptocracy where the lefts blames the rich and the right blames the government, meanwhile the rich control the government 🤔",0,She is one of the about 6 politicians out of 300 that actually ha vs tried to help people Maybe nor doing things the right way here but means well 90 of all politicians on both sides are owned by Wall street big pharmaceutical oil companies and so on We have taxation without representation hence we live in a klepto c racy where the left s blames the rich and the right blames the government meanwhile the rich control the government
"Well, you better begin telling us what the favorable info is all about... I checked your page and you did have some significance to speak about carving an extra profit on cryptocurrency",0,Well you better begin telling us what the favorable info is all about I checked your page and you did have some significance to speak about carving an extra profit on crypto currency
"Food and gas are my biggest expense  outside rent,  and guess what! Rent is going up tooo!!!! Core inflation is bollocks",0,Food and gas are my biggest expense outside rent and guess what Rent is going up to oo Core inflation is bollocks
Seems hair brained to me!,0,Seems hair brained to me
Mr Techlead you speak the truth,0,Mr Tech lead you speak the truth
Pocahontas at it again...,0,Pocahontas at it again
"@TechLead Thank you for your reply! Congrats on the decision to launch this exciting project.. I'm glad to be part of it. 
To the Moon!!!",0,Tech Lead Thank you for your reply Congrats on the decision to launch this exciting project Im glad to be part of it To the Moon
*blocks football conference to hide insider trading*,0,blocks football conference to hide insider trading
"but when you die none of it will matter, we all on borrowed time",0,but when you die none of it will matter we all on borrowed time
"If you like government regulation and involvement in all aspects of your life, vote Democrat.",0,If you like government regulation and involvement in all aspects of your life vote Democrat
is she a psychopath ??? maybe ? weirdo,0,is she a psychopath maybe weirdo
